cluster	cluster_id	num_samples	representative	feature	feature_alt	gene	gene_alt	product	product_alt	name	name_alt	dbxref	dbxref_alt	6952-4-17	6952-4-19	6999-1-11	6999-1-3	6999-5-12	6999-5-5	6999-7-20	7001-3-2	7553-4-28	7622-3-93	7622-4-37	7622-4-48	7622-5-52	7622-5-56	7622-5-93
ptsN.3	Cluster_2410	15	7001-3-2_ILCIHP_02835	CDS		ptsN		Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)		COG:COG1762,COG:GT,RefSeq:WP_000701434.1,SO:0001217,UniParc:UPI00016DB92E,UniRef:UniRef100_A0A064BXJ4,UniRef:UniRef50_E6LGK8,UniRef:UniRef90_D3H9Q5	COG:COG1762,COG:GT,RefSeq:WP_054374049.1,SO:0001217,UniParc:UPI0005DEAA5E,UniRef:UniRef100_UPI0005DEAA5E,UniRef:UniRef50_E6LGK8,UniRef:UniRef90_D3H9Q5;COG:COG1762,COG:GT,RefSeq:WP_044812564.1,SO:0001217,UniParc:UPI000598DBA2,UniRef:UniRef100_A0A9P1Q3D4,UniRef:UniRef50_E6LGK8,UniRef:UniRef90_D3H9Q5;COG:COG1762,COG:GT,RefSeq:WP_050206544.1,SO:0001217,UniParc:UPI0005DB0E78,UniRef:UniRef100_A0A9X8HWE2,UniRef:UniRef50_E6LGK8,UniRef:UniRef90_D3H9Q5;COG:COG1762,COG:GT,RefSeq:WP_000701428.1,SO:0001217,UniParc:UPI00027359F3,UniRef:UniRef100_UPI00027359F3,UniRef:UniRef50_E6LGK8,UniRef:UniRef90_D3H9Q5	6952-4-17_LCDOPK_06035	6952-4-19_IDAKCO_02130	6999-1-11_GAMHDO_06185	6999-1-3_MFDHOJ_06330	6999-5-12_GABGCO_07070	6999-5-5_IEJANN_02585	6999-7-20_BDNIPI_06655	7001-3-2_ILCIHP_02835	7553-4-28_BBELPC_07900	7622-3-93_BNKJJA_09405	7622-4-37_HCELOA_10780	7622-4-48_OIGNLO_05380	7622-5-52_DJJKEI_08800	7622-5-56_HCMIMP_09230	7622-5-93_FBDJDO_09675
Cluster_2411	Cluster_2411	1	7001-3-2_ILCIHP_02875__7001-3-2_ILCIHP_02880	unannotated																	7001-3-2_ILCIHP_02875__7001-3-2_ILCIHP_02880							
Cluster_2412	Cluster_2412	7	7001-3-2_ILCIHP_02885	CDS	unannotated			Type I restriction-modification system subunit S	Restriction endonuclease	Type I restriction-modification system subunit S	Restriction endonuclease	EC:3.1.21.3,KEGG:K01154,RefSeq:WP_001813420.1,SO:0001217,UniParc:UPI00016C2CAF,UniRef:UniRef100_A0A9Q9TZ37,UniRef:UniRef50_V8IGV4,UniRef:UniRef90_V8IGV4	EC:3.1.21.3,KEGG:K01154,RefSeq:WP_054369559.1,SO:0001217,UniParc:UPI0005DE6081,UniRef:UniRef100_UPI0005DE6081,UniRef:UniRef50_A0A4J2GH31,UniRef:UniRef90_A0A4J2GH31;EC:3.1.21.3,KEGG:K01154,RefSeq:WP_000756134.1,SO:0001217,UniParc:UPI000254CAC0,UniRef:UniRef100_UPI000254CAC0,UniRef:UniRef50_A0A4J2GH31,UniRef:UniRef90_A0A4J2GH31;EC:3.1.21.3,KEGG:K01154,RefSeq:WP_050100034.1,SO:0001217,UniParc:UPI0005E622F5,UniRef:UniRef100_UPI0005E622F5,UniRef:UniRef50_A0A4J2GH31,UniRef:UniRef90_A0A4J2GH31	6952-4-17_LCDOPK_05985	6952-4-19_IDAKCO_02180	6999-1-11_GAMHDO_06135	6999-1-3_MFDHOJ_06260__6999-1-3_MFDHOJ_06265		6999-5-5_IEJANN_02635,6999-5-5_IEJANN_02650__6999-5-5_IEJANN_02655		7001-3-2_ILCIHP_02885,7001-3-2_ILCIHP_02900__7001-3-2_ILCIHP_02905					7622-5-52_DJJKEI_08720		
Cluster_2413	Cluster_2413	1	7001-3-2_ILCIHP_02910__7001-3-2_ILCIHP_02915	unannotated																	7001-3-2_ILCIHP_02910__7001-3-2_ILCIHP_02915							
Cluster_2414	Cluster_2414	15	7001-3-2_ILCIHP_03000	CDS				Transposase		Transposase		SO:0001217,UniParc:UPI000152C5DA,UniRef:UniRef100_A0A0B7KXN1,UniRef:UniRef50_A0A0E2P5I8,UniRef:UniRef90_A0A0E2P5I8	SO:0001217,UniParc:UPI000152B7B9,UniRef:UniRef100_A0A0T8SIY2,UniRef:UniRef50_V8IA45,UniRef:UniRef90_A0A0T8SIY2	6952-4-17_LCDOPK_09745	6952-4-19_IDAKCO_02300	6999-1-11_GAMHDO_10420	6999-1-3_MFDHOJ_06160	6999-5-12_GABGCO_06930	6999-5-5_IEJANN_02750	6999-7-20_BDNIPI_09855	7001-3-2_ILCIHP_03000	7553-4-28_BBELPC_02585	7622-3-93_BNKJJA_08045	7622-4-37_HCELOA_09820	7622-4-48_OIGNLO_09930	7622-5-52_DJJKEI_06110	7622-5-56_HCMIMP_03135	7622-5-93_FBDJDO_07985
lolD.3	Cluster_2415	15	7001-3-2_ILCIHP_03005	CDS		lolD		ABC-type lipoprotein export system, ATPase component		ABC-type lipoprotein export system, ATPase component		COG:COG1136,COG:M,RefSeq:WP_000173358.1,SO:0001217,UniParc:UPI00004A844C,UniRef:UniRef100_A0A9P1RHP6,UniRef:UniRef50_A0A380FY35,UniRef:UniRef90_A0A4L7WX26	COG:COG1136,COG:M,RefSeq:WP_000173352.1,SO:0001217,UniParc:UPI000152B7BA,UniRef:UniRef100_A0A0T8P3F8,UniRef:UniRef50_A0A380FY35,UniRef:UniRef90_A0A4L7WX26;COG:COG1136,COG:M,RefSeq:WP_000173353.1,SO:0001217,UniParc:UPI00016C2A23,UniRef:UniRef100_A0A9P1RDH1,UniRef:UniRef50_A0A380FY35,UniRef:UniRef90_A0A4L7WX26	6952-4-17_LCDOPK_09750	6952-4-19_IDAKCO_02305	6999-1-11_GAMHDO_10415	6999-1-3_MFDHOJ_06155	6999-5-12_GABGCO_06925	6999-5-5_IEJANN_02755	6999-7-20_BDNIPI_09850	7001-3-2_ILCIHP_03005	7553-4-28_BBELPC_02580	7622-3-93_BNKJJA_08040	7622-4-37_HCELOA_09815	7622-4-48_OIGNLO_09925	7622-5-52_DJJKEI_06105	7622-5-56_HCMIMP_03130	7622-5-93_FBDJDO_07980
Cluster_2416	Cluster_2416	4	7001-3-2_ILCIHP_03010__7001-3-2_ILCIHP_03015	unannotated										6952-4-17_LCDOPK_09755__6952-4-17_LCDOPK_09760	6952-4-19_IDAKCO_02310__6952-4-19_IDAKCO_02315				6999-5-5_IEJANN_02760__6999-5-5_IEJANN_02765		7001-3-2_ILCIHP_03010__7001-3-2_ILCIHP_03015							
Cluster_2417	Cluster_2417	15	7001-3-2_ILCIHP_03095__7001-3-2_ILCIHP_03100	unannotated										6952-4-17_LCDOPK_03790__6952-4-17_LCDOPK_03795	6952-4-19_IDAKCO_03960__6952-4-19_IDAKCO_03965	6999-1-11_GAMHDO_05160__6999-1-11_GAMHDO_05165	6999-1-3_MFDHOJ_07080__6999-1-3_MFDHOJ_07085	6999-5-12_GABGCO_09530__6999-5-12_GABGCO_09535	6999-5-5_IEJANN_02830__6999-5-5_IEJANN_02835	6999-7-20_BDNIPI_00005__6999-7-20_BDNIPI_00010	7001-3-2_ILCIHP_03095__7001-3-2_ILCIHP_03100	7553-4-28_BBELPC_02970__7553-4-28_BBELPC_02975	7622-3-93_BNKJJA_04520__7622-3-93_BNKJJA_04525	7622-4-37_HCELOA_07945__7622-4-37_HCELOA_07950	7622-4-48_OIGNLO_03535__7622-4-48_OIGNLO_03540	7622-5-52_DJJKEI_02885__7622-5-52_DJJKEI_02890	7622-5-56_HCMIMP_03050__7622-5-56_HCMIMP_03055	7622-5-93_FBDJDO_03420__7622-5-93_FBDJDO_03425
Cluster_2418	Cluster_2418	1	7001-3-2_ILCIHP_03190__7001-3-2_ILCIHP_03195	unannotated																	7001-3-2_ILCIHP_03190__7001-3-2_ILCIHP_03195							
cofD	Cluster_2419	15	7001-3-2_ILCIHP_03290	CDS		cofD		Putative gluconeogenesis factor		Putative gluconeogenesis factor		COG:COG0391,COG:GH,GO:0005737,GO:0008360,GO:0043743,RefSeq:WP_001231086.1,SO:0001217,UniParc:UPI00000B0A7B,UniRef:UniRef100_A1IMD5,UniRef:UniRef50_Q9CGY0,UniRef:UniRef90_Q97PN8	COG:COG0391,COG:GH,GO:0005737,GO:0008360,GO:0043743,RefSeq:WP_023396685.1,SO:0001217,UniParc:UPI0003C0ED9B,UniRef:UniRef100_UPI0003C0ED9B,UniRef:UniRef50_Q9CGY0,UniRef:UniRef90_Q97PN8;COG:COG0391,COG:GH,GO:0005737,GO:0008360,GO:0043743,SO:0001217,UniRef:UniRef50_Q9CGY0,UniRef:UniRef90_Q97PN8;COG:COG0391,COG:GH,GO:0005737,GO:0008360,GO:0043743,RefSeq:WP_001231095.1,SO:0001217,UniParc:UPI0002311F4A,UniRef:UniRef100_A0A9P1LSK5,UniRef:UniRef50_Q9CGY0,UniRef:UniRef90_Q97PN8;COG:COG0391,COG:GH,GO:0005737,GO:0008360,GO:0043743,RefSeq:WP_001231068.1,SO:0001217,UniParc:UPI000152EBA9,UniRef:UniRef100_A0A4F6ZBS4,UniRef:UniRef50_Q9CGY0,UniRef:UniRef90_Q97PN8	6952-4-17_LCDOPK_03985	6952-4-19_IDAKCO_04165	6999-1-11_GAMHDO_05345	6999-1-3_MFDHOJ_09135	6999-5-12_GABGCO_06725	6999-5-5_IEJANN_03030	6999-7-20_BDNIPI_00210	7001-3-2_ILCIHP_03290	7553-4-28_BBELPC_02760	7622-3-93_BNKJJA_04730	7622-4-37_HCELOA_09380	7622-4-48_OIGNLO_03730	7622-5-52_DJJKEI_02695	7622-5-56_HCMIMP_05465	7622-5-93_FBDJDO_10230
narK	Cluster_2420	15	7001-3-2_ILCIHP_03385	CDS		narK		Nitrate/nitrite transporter NarK		Nitrate/nitrite transporter NarK		COG:COG2223,COG:P,RefSeq:WP_000841572.1,SO:0001217,UniParc:UPI000152EBAF,UniRef:UniRef100_A0A098YYK8,UniRef:UniRef50_R2XPK4,UniRef:UniRef90_E0PQ45	COG:COG2223,COG:P,RefSeq:WP_000841584.1,SO:0001217,UniParc:UPI0001E35B71,UniRef:UniRef100_A0A098Z5G6,UniRef:UniRef50_R2XPK4,UniRef:UniRef90_E0PQ45;COG:COG2223,COG:P,RefSeq:WP_000841592.1,SO:0001217,UniParc:UPI00016DB761,UniRef:UniRef100_B1ID04,UniRef:UniRef50_R2XPK4,UniRef:UniRef90_E0PQ45;COG:COG2223,COG:P,RefSeq:WP_001864549.1,SO:0001217,UniParc:UPI000328298E,UniRef:UniRef100_UPI000328298E,UniRef:UniRef50_R2XPK4,UniRef:UniRef90_E0PQ45	6952-4-17_LCDOPK_04080	6952-4-19_IDAKCO_04260	6999-1-11_GAMHDO_10495	6999-1-3_MFDHOJ_09230	6999-5-12_GABGCO_06630	6999-5-5_IEJANN_03125	6999-7-20_BDNIPI_00305	7001-3-2_ILCIHP_03385	7553-4-28_BBELPC_09935	7622-3-93_BNKJJA_09135	7622-4-37_HCELOA_10700	7622-4-48_OIGNLO_03825	7622-5-52_DJJKEI_02600	7622-5-56_HCMIMP_09025	7622-5-93_FBDJDO_09425
Cluster_2421	Cluster_2421	4	7001-3-2_ILCIHP_03460__7001-3-2_ILCIHP_03465	unannotated	CDS			Chlorohydrolase		Chlorohydrolase		SO:0001217,UniRef:UniRef50_D2EQF5,UniRef:UniRef90_A0A654U9B3								6999-7-20_BDNIPI_08065__6999-7-20_BDNIPI_08070,6999-7-20_BDNIPI_08070	7001-3-2_ILCIHP_03460__7001-3-2_ILCIHP_03465			7622-4-37_HCELOA_05355__7622-4-37_HCELOA_05360,7622-4-37_HCELOA_05360			7622-5-56_HCMIMP_10235__END	
Cluster_2422	Cluster_2422	15	7001-3-2_ILCIHP_03475__7001-3-2_ILCIHP_03480	unannotated										6952-4-17_LCDOPK_00640__6952-4-17_LCDOPK_00645	6952-4-19_IDAKCO_02640__6952-4-19_IDAKCO_02645	6999-1-11_GAMHDO_00525__6999-1-11_GAMHDO_00530	6999-1-3_MFDHOJ_02535__6999-1-3_MFDHOJ_02540	6999-5-12_GABGCO_01725__6999-5-12_GABGCO_01730	6999-5-5_IEJANN_03670__6999-5-5_IEJANN_03675	6999-7-20_BDNIPI_09170__6999-7-20_BDNIPI_09175	7001-3-2_ILCIHP_03475__7001-3-2_ILCIHP_03480	7553-4-28_BBELPC_01975__7553-4-28_BBELPC_01980	7622-3-93_BNKJJA_02015__7622-3-93_BNKJJA_02020	7622-4-37_HCELOA_05375__7622-4-37_HCELOA_05380	7622-4-48_OIGNLO_00025__7622-4-48_OIGNLO_00030	7622-5-52_DJJKEI_03590__7622-5-52_DJJKEI_03595	7622-5-56_HCMIMP_03885__7622-5-56_HCMIMP_03890	7622-5-93_FBDJDO_03315__7622-5-93_FBDJDO_03320
Cluster_2423	Cluster_2423	1	7001-3-2_ILCIHP_03500__7001-3-2_ILCIHP_03505	unannotated																	7001-3-2_ILCIHP_03500__7001-3-2_ILCIHP_03505							
Cluster_2424	Cluster_2424	15	7001-3-2_ILCIHP_03555__7001-3-2_ILCIHP_03560	unannotated										6952-4-17_LCDOPK_00560__6952-4-17_LCDOPK_00565	6952-4-19_IDAKCO_02720__6952-4-19_IDAKCO_02725	6999-1-11_GAMHDO_00445__6999-1-11_GAMHDO_00450	6999-1-3_MFDHOJ_02455__6999-1-3_MFDHOJ_02460	6999-5-12_GABGCO_01645__6999-5-12_GABGCO_01650	6999-5-5_IEJANN_03590__6999-5-5_IEJANN_03595	6999-7-20_BDNIPI_11080__6999-7-20_BDNIPI_11085	7001-3-2_ILCIHP_03555__7001-3-2_ILCIHP_03560	7553-4-28_BBELPC_01890__7553-4-28_BBELPC_01895	7622-3-93_BNKJJA_01935__7622-3-93_BNKJJA_01940	7622-4-37_HCELOA_05455__7622-4-37_HCELOA_05460	7622-4-48_OIGNLO_01460__7622-4-48_OIGNLO_01465	7622-5-52_DJJKEI_03510__7622-5-52_DJJKEI_03515	7622-5-56_HCMIMP_03805__7622-5-56_HCMIMP_03810	7622-5-93_FBDJDO_03235__7622-5-93_FBDJDO_03240
potB	Cluster_2425	15	7001-3-2_ILCIHP_03595	CDS		potB		ABC-type spermidine/putrescine transport system, permease component I		ABC-type spermidine/putrescine transport system, permease component I		COG:COG1176,COG:E,RefSeq:WP_000753797.1,SO:0001217,UniParc:UPI00016DB7FF,UniRef:UniRef100_A0A0B7LU53,UniRef:UniRef50_A0A387BP51,UniRef:UniRef90_S3AZU8	COG:COG1176,COG:E,RefSeq:WP_000753801.1,SO:0001217,UniParc:UPI0000E532FB,UniRef:UniRef100_A0A0E2P641,UniRef:UniRef50_A0A387BP51,UniRef:UniRef90_S3AZU8	6952-4-17_LCDOPK_00525	6952-4-19_IDAKCO_02760	6999-1-11_GAMHDO_00410	6999-1-3_MFDHOJ_02420	6999-5-12_GABGCO_01610	6999-5-5_IEJANN_03555	6999-7-20_BDNIPI_02510	7001-3-2_ILCIHP_03595	7553-4-28_BBELPC_01855	7622-3-93_BNKJJA_01900	7622-4-37_HCELOA_05495	7622-4-48_OIGNLO_01425	7622-5-52_DJJKEI_03475	7622-5-56_HCMIMP_03770	7622-5-93_FBDJDO_03200
Cluster_2426	Cluster_2426	15	7001-3-2_ILCIHP_03710	CDS				YtxH-like protein		YtxH-like protein		RefSeq:WP_000517372.1,SO:0001217,UniParc:UPI00004A7F5C,UniRef:UniRef100_A0A062WRE0,UniRef:UniRef50_E9FMT0,UniRef:UniRef90_E9FMT0	RefSeq:WP_000517377.1,SO:0001217,UniParc:UPI000153DCCE,UniRef:UniRef100_A0A0U0GUY3,UniRef:UniRef50_E9FMT0,UniRef:UniRef90_E9FMT0	6952-4-17_LCDOPK_00415	6952-4-19_IDAKCO_02870	6999-1-11_GAMHDO_00300	6999-1-3_MFDHOJ_02310	6999-5-12_GABGCO_01500	6999-5-5_IEJANN_03445	6999-7-20_BDNIPI_02625	7001-3-2_ILCIHP_03710	7553-4-28_BBELPC_01740	7622-3-93_BNKJJA_01790	7622-4-37_HCELOA_05605	7622-4-48_OIGNLO_01315	7622-5-52_DJJKEI_03365	7622-5-56_HCMIMP_03660	7622-5-93_FBDJDO_03090
Cluster_2427	Cluster_2427	15	7001-3-2_ILCIHP_03750__7001-3-2_ILCIHP_03755	unannotated										6952-4-17_LCDOPK_00370__6952-4-17_LCDOPK_00375	6952-4-19_IDAKCO_02910__6952-4-19_IDAKCO_02915	6999-1-11_GAMHDO_00255__6999-1-11_GAMHDO_00260	6999-1-3_MFDHOJ_02265__6999-1-3_MFDHOJ_02270	6999-5-12_GABGCO_01455__6999-5-12_GABGCO_01460	6999-5-5_IEJANN_03400__6999-5-5_IEJANN_03405	6999-7-20_BDNIPI_02665__6999-7-20_BDNIPI_02670	7001-3-2_ILCIHP_03750__7001-3-2_ILCIHP_03755	7553-4-28_BBELPC_01690__7553-4-28_BBELPC_01695	7622-3-93_BNKJJA_01745__7622-3-93_BNKJJA_01750	7622-4-37_HCELOA_05645__7622-4-37_HCELOA_05650	7622-4-48_OIGNLO_01270__7622-4-48_OIGNLO_01275	7622-5-52_DJJKEI_03320__7622-5-52_DJJKEI_03325	7622-5-56_HCMIMP_03615__7622-5-56_HCMIMP_03620	7622-5-93_FBDJDO_03045__7622-5-93_FBDJDO_03050
Cluster_2428	Cluster_2428	15	7001-3-2_ILCIHP_03805__7001-3-2_ILCIHP_03810	unannotated										6952-4-17_LCDOPK_00320__6952-4-17_LCDOPK_00325	6952-4-19_IDAKCO_02955__6952-4-19_IDAKCO_02960	6999-1-11_GAMHDO_00200__6999-1-11_GAMHDO_00205	6999-1-3_MFDHOJ_02210__6999-1-3_MFDHOJ_02215	6999-5-12_GABGCO_01395__6999-5-12_GABGCO_01400	6999-5-5_IEJANN_03345__6999-5-5_IEJANN_03350	6999-7-20_BDNIPI_02715__6999-7-20_BDNIPI_02720	7001-3-2_ILCIHP_03805__7001-3-2_ILCIHP_03810	7553-4-28_BBELPC_01640__7553-4-28_BBELPC_01645	7622-3-93_BNKJJA_07235__7622-3-93_BNKJJA_07240	7622-4-37_HCELOA_08500__7622-4-37_HCELOA_08505	7622-4-48_OIGNLO_01225__7622-4-48_OIGNLO_01230	7622-5-52_DJJKEI_03265__7622-5-52_DJJKEI_03270	7622-5-56_HCMIMP_06535__7622-5-56_HCMIMP_06540	7622-5-93_FBDJDO_07290__7622-5-93_FBDJDO_07295
Cluster_2429	Cluster_2429	1	7001-3-2_ILCIHP_03830__7001-3-2_ILCIHP_03835	unannotated																	7001-3-2_ILCIHP_03830__7001-3-2_ILCIHP_03835							
mnaT	Cluster_2430	15	7001-3-2_ILCIHP_03905	CDS		mnaT		L-amino acid N-acyltransferase MnaT		L-amino acid N-acyltransferase MnaT		COG:COG1247,COG:E,RefSeq:WP_000405832.1,SO:0001217,UniParc:UPI00004A7F2D,UniRef:UniRef100_A0A062WTF7,UniRef:UniRef50_D3H9S7,UniRef:UniRef90_D3H9S7	COG:COG1247,COG:E,RefSeq:WP_023396343.1,SO:0001217,UniParc:UPI0003C0F538,UniRef:UniRef100_A0A822RAH7,UniRef:UniRef50_D3H9S7,UniRef:UniRef90_D3H9S7;COG:COG1247,COG:E,RefSeq:WP_001864601.1,SO:0001217,UniParc:UPI00032834E7,UniRef:UniRef100_A0A0T7ZU83,UniRef:UniRef50_D3H9S7,UniRef:UniRef90_D3H9S7	6952-4-17_LCDOPK_00225	6952-4-19_IDAKCO_03055	6999-1-11_GAMHDO_00105	6999-1-3_MFDHOJ_02115	6999-5-12_GABGCO_01300	6999-5-5_IEJANN_03250	6999-7-20_BDNIPI_02860	7001-3-2_ILCIHP_03905	7553-4-28_BBELPC_01540	7622-3-93_BNKJJA_07340	7622-4-37_HCELOA_08400	7622-4-48_OIGNLO_01120	7622-5-52_DJJKEI_03170	7622-5-56_HCMIMP_06435	7622-5-93_FBDJDO_07190
Cluster_2431	Cluster_2431	15	7001-3-2_ILCIHP_03990	CDS				Ribose-phosphate pyrophosphokinase		Ribose-phosphate pyrophosphokinase		SO:0001217,UniParc:UPI0003282EB7,UniRef:UniRef100_A0A0T7TBI0,UniRef:UniRef50_A0A0H2ZPU0,UniRef:UniRef90_A0A6I3TMY4	SO:0001217,UniRef:UniRef50_A0A0H2ZPU0,UniRef:UniRef90_A0A6I3TMY4;SO:0001217,UniParc:UPI00016C2888,UniRef:UniRef100_A0A9P1QBZ7,UniRef:UniRef50_A0A0H2ZPU0,UniRef:UniRef90_A0A6I3TMY4;RefSeq:WP_001811065.1,SO:0001217,UniParc:UPI00004A7F1C,UniRef:UniRef100_A0A0E7TQH0,UniRef:UniRef50_A0A0H2ZPU0,UniRef:UniRef90_A0A6I3TMY4;SO:0001217,UniParc:UPI000254C97F,UniRef:UniRef100_A0A9P1W4W6,UniRef:UniRef50_A0A0H2ZPU0,UniRef:UniRef90_A0A6I3TMY4	6952-4-17_LCDOPK_00140	6952-4-19_IDAKCO_03140	6999-1-11_GAMHDO_00020	6999-1-3_MFDHOJ_02030	6999-5-12_GABGCO_01215	6999-5-5_IEJANN_03165	6999-7-20_BDNIPI_02940	7001-3-2_ILCIHP_03990	7553-4-28_BBELPC_01460	7622-3-93_BNKJJA_07420	7622-4-37_HCELOA_08320	7622-4-48_OIGNLO_01035	7622-5-52_DJJKEI_03085	7622-5-56_HCMIMP_06355	7622-5-93_FBDJDO_07110
srmB.1	Cluster_2432	15	7001-3-2_ILCIHP_04000	CDS		srmB		Superfamily II DNA and RNA helicase		Superfamily II DNA and RNA helicase		COG:COG0513,COG:L,RefSeq:WP_000850585.1,SO:0001217,UniParc:UPI000005187A,UniRef:UniRef100_A0A0B7LBJ4,UniRef:UniRef50_A0A380JIZ2,UniRef:UniRef90_A0A0B7LBJ4	COG:COG0513,COG:L,RefSeq:WP_002206300.1,SO:0001217,UniParc:UPI000328356E,UniRef:UniRef100_A0A0T7TBK2,UniRef:UniRef50_A0A380JIZ2,UniRef:UniRef90_A0A0B7LBJ4;COG:COG0513,COG:L,SO:0001217,UniRef:UniRef50_A0A380JIZ2,UniRef:UniRef90_A0A0B7LBJ4;COG:COG0513,COG:L,RefSeq:WP_000850572.1,SO:0001217,UniParc:UPI00016DB84B,UniRef:UniRef100_B1ICR2,UniRef:UniRef50_A0A380JIZ2,UniRef:UniRef90_A0A0B7LBJ4	6952-4-17_LCDOPK_00130	6952-4-19_IDAKCO_03150	6999-1-11_GAMHDO_00010	6999-1-3_MFDHOJ_02020	6999-5-12_GABGCO_01205	6999-5-5_IEJANN_03155	6999-7-20_BDNIPI_02950	7001-3-2_ILCIHP_04000	7553-4-28_BBELPC_01450	7622-3-93_BNKJJA_07430	7622-4-37_HCELOA_08310	7622-4-48_OIGNLO_01025	7622-5-52_DJJKEI_03075	7622-5-56_HCMIMP_06345	7622-5-93_FBDJDO_07100
Cluster_2433	Cluster_2433	9	7001-3-2_ILCIHP_04010__7001-3-2_ILCIHP_04015	unannotated										6952-4-17_LCDOPK_00790__6952-4-17_LCDOPK_00795	6952-4-19_IDAKCO_02015__6952-4-19_IDAKCO_02020		6999-1-3_MFDHOJ_03800__6999-1-3_MFDHOJ_03805	6999-5-12_GABGCO_02375__6999-5-12_GABGCO_02380	6999-5-5_IEJANN_04375__6999-5-5_IEJANN_04380	6999-7-20_BDNIPI_04125__6999-7-20_BDNIPI_04130	7001-3-2_ILCIHP_04010__7001-3-2_ILCIHP_04015				7622-4-48_OIGNLO_00185__7622-4-48_OIGNLO_00190	7622-5-52_DJJKEI_05630__7622-5-52_DJJKEI_05635		
Cluster_2434	Cluster_2434	15	7001-3-2_ILCIHP_04095__7001-3-2_ILCIHP_04100	unannotated										6952-4-17_LCDOPK_00870__6952-4-17_LCDOPK_00875	6952-4-19_IDAKCO_01935__6952-4-19_IDAKCO_01940	6999-1-11_GAMHDO_04275__6999-1-11_GAMHDO_04280	6999-1-3_MFDHOJ_03880__6999-1-3_MFDHOJ_03885	6999-5-12_GABGCO_02455__6999-5-12_GABGCO_02460	6999-5-5_IEJANN_04455__6999-5-5_IEJANN_04460	6999-7-20_BDNIPI_04045__6999-7-20_BDNIPI_04050	7001-3-2_ILCIHP_04095__7001-3-2_ILCIHP_04100	7553-4-28_BBELPC_02465__7553-4-28_BBELPC_02470	7622-3-93_BNKJJA_03620__7622-3-93_BNKJJA_03625	7622-4-37_HCELOA_05785__7622-4-37_HCELOA_05790	7622-4-48_OIGNLO_00265__7622-4-48_OIGNLO_00270	7622-5-52_DJJKEI_05550__7622-5-52_DJJKEI_05555	7622-5-56_HCMIMP_02515__7622-5-56_HCMIMP_02520	7622-5-93_FBDJDO_02600__7622-5-93_FBDJDO_02605
SpF44_sRNA	Cluster_2435	15	7001-3-2_ILCIHP_04100	ncRNA		SpF44_sRNA		Streptococcus sRNA SpF44		Streptococcus sRNA SpF44		RFAM:RF02437,SO:0000655		6952-4-17_LCDOPK_00875	6952-4-19_IDAKCO_01935	6999-1-11_GAMHDO_04275	6999-1-3_MFDHOJ_03885	6999-5-12_GABGCO_02460	6999-5-5_IEJANN_04460	6999-7-20_BDNIPI_04045	7001-3-2_ILCIHP_04100	7553-4-28_BBELPC_02465	7622-3-93_BNKJJA_03625	7622-4-37_HCELOA_05790	7622-4-48_OIGNLO_00270	7622-5-52_DJJKEI_05550	7622-5-56_HCMIMP_02520	7622-5-93_FBDJDO_02605
